# lat,lng,id,name,building_type,type
# Casal Velino -- Tutti
40.183976,15.132110,osm_la_campagnola_40.1840_15.1321,La Campagnola,ristorante,ristorante
40.185919,15.128772,osm_zio_cristoforo_agriturismo_40.1859_15.1288,Zio Cristoforo Agriturismo,ristorante,ristorante
40.189739,15.098567,ov_le_terrazze_da_alvaro_40.1897_15.0986,Le terrazze da alvaro,RESTAURANT,ristorante
40.193415,15.107075,ov_chianarini_home_restaurant_40.1934_15.1071,Chianarini Home restaurant,RESTAURANT,ristorante
40.176843,15.119303,ov_la_spiaggetta_cafe___restaurant_40.1768_15.1193,La Spiaggetta cafe & restaurant,RESTAURANT,ristorante
40.176866,15.121288,ov_alessandro_feo_ristorante_40.1769_15.1213,Alessandro Feo Ristorante,RESTAURANT,ristorante
40.176797,15.121676,ov_da_roberto_40.1768_15.1217,Da Roberto,RESTAURANT,ristorante
40.176326,15.121825,ov_fast_food_40.1763_15.1218,Fast Food,RESTAURANT,ristorante
40.176834,15.122046,ov_c_e_pizza_per_te_40.1768_15.1220,C'e Pizza Per Te,RESTAURANT,ristorante
40.176629,15.122998,ov_non_solo_pane___pizza_fritti_sushi_40.1766_15.1230,Non Solo Pane - Pizza Fritti Sushi,RESTAURANT,ristorante
40.175848,15.124052,ov_sfizi_and_pizza_40.1758_15.1241,Sfizi and Pizza,RESTAURANT,ristorante
40.175542,15.124320,ov_lido_milano_40.1755_15.1243,Lido Milano,RESTAURANT,ristorante
40.176004,15.124585,ov_ristorante_street_stritt_40.1760_15.1246,Ristorante Street Stritt,RESTAURANT,ristorante
40.172238,15.131067,ov_lido_le_5_vele_40.1722_15.1311,Lido le 5 Vele,RESTAURANT,ristorante
40.176080,15.129043,ov_da_camillo_40.1761_15.1290,Da Camillo,RESTAURANT,ristorante
40.174838,15.126373,ov_ristorante_mamma_angelina_40.1748_15.1264,Ristorante Mamma Angelina,RESTAURANT,ristorante
40.176929,15.127932,ov_remond__ristorante_pizzeria_40.1769_15.1279,Remondò Ristorante pizzeria,RESTAURANT,ristorante
40.185970,15.128890,ov_agriturismo_zio_cristoforo_40.1860_15.1289,Agriturismo Zio Cristoforo,RESTAURANT,ristorante
40.183720,15.131754,ov_il_nido_40.1837_15.1318,Il Nido,RESTAURANT,ristorante
40.184032,15.132016,ov_la_campagnola_40.1840_15.1320,La Campagnola,RESTAURANT,ristorante
40.182606,15.131468,ov_pizzaperfetta_40.1826_15.1315,PizzaPerFetta,RESTAURANT,ristorante
40.182270,15.137000,ov_il_nido_country_house_40.1823_15.1370,Il Nido Country House,RESTAURANT,ristorante
40.177724,15.123406,ov_ristorante_europa_40.1777_15.1234,Ristorante Europa,RESTAURANT,ristorante
40.179060,15.123820,ov_la_carneria_40.1791_15.1238,La.Carneria,RESTAURANT,ristorante
40.177099,15.122189,ov_kebhouse_40.1771_15.1222,KebHouse,RESTAURANT,ristorante
40.176907,15.120935,ov_bar_rosticceria_la_perla_40.1769_15.1209,Bar Rosticceria La Perla,RESTAURANT,ristorante
40.176922,15.120227,ov_trattoria_del_mar_40.1769_15.1202,Trattoria del Mar,RESTAURANT,ristorante
40.189000,15.110390,ov_sfizi___pizza__beermusic_edition_40.1890_15.1104,Sfizi & Pizza #beermusic edition,RESTAURANT,ristorante
40.189763,15.110561,ov_ristorante_le_giare_di_giordano_adriano_40.1898_15.1106,Ristorante Le Giare Di Giordano Adriano,RESTAURANT,ristorante
40.190524,15.110946,ov_pinto_camillo_angelo_40.1905_15.1109,Pinto Camillo Angelo,RESTAURANT,ristorante
40.190066,15.115313,ov_locanda_le_tre_sorelle_40.1901_15.1153,Locanda Le Tre Sorelle,RESTAURANT,ristorante
40.204883,15.120795,ov_ristorante_pizzeria_la_cilentana_40.2049_15.1208,Ristorante Pizzeria La Cilentana,RESTAURANT,ristorante
