# lat,lng,id,name,building_type,type
# camerota -- restaurants
40.028714,15.320654,ov_lido_il_viottolo_40.0287_15.3207,Lido il Viottolo,RESTAURANT,ristorante
39.997443,15.407630,ov_ristoro_il_pozzallo_39.9974_15.4076,Ristoro Il Pozzallo,RESTAURANT,ristorante
39.997207,15.420199,ov_azienda_agricola_oasi_infreschi_39.9972_15.4202,Azienda Agricola Oasi Infreschi,RESTAURANT,ristorante
39.997990,15.425202,ov_il_pirata_di_porto_infreschi_39.9980_15.4252,Il Pirata di Porto Infreschi,RESTAURANT,ristorante
40.019338,15.444828,ov_la_taverna_del_lupo_40.0193_15.4448,La taverna del lupo,RESTAURANT,ristorante
40.050950,15.364280,ov_il_rifugio_dei_briganti_pizzeria_braceri_40.0510_15.3643,Il Rifugio Dei Briganti Pizzeria-Braceria,RESTAURANT,ristorante
40.033289,15.370024,ov_bar_san_vito_40.0333_15.3700,Bar San Vito,RESTAURANT,ristorante
40.032966,15.370659,ov_ristorante__u_mummolo_40.0330_15.3707,Ristorante ‘U Mummolo,RESTAURANT,ristorante
40.032617,15.371174,ov_rianata_a_vasulata_40.0326_15.3712,Rianata a Vasulata,RESTAURANT,ristorante
40.030770,15.372376,ov_furnu_40.0308_15.3724,Furnu,RESTAURANT,ristorante
40.029991,15.373055,ov_antica_osteria_del_borgo_40.0300_15.3731,Antica Osteria Del Borgo,RESTAURANT,ristorante
40.015411,15.372999,ov_la_tramontana_40.0154_15.3730,La Tramontana,RESTAURANT,ristorante
40.019701,15.387382,ov_locanda_del_curato_40.0197_15.3874,Locanda Del Curato,RESTAURANT,ristorante
40.019540,15.386790,ov_il_vicolo_dei_saporicucina_tipica_cilent_40.0195_15.3868,Il vicolo dei saporiCucina tipica cilentana,RESTAURANT,ristorante
40.003470,15.388720,ov_il_carrubone_ristorante_40.0035_15.3887,Il Carrubone Ristorante,RESTAURANT,ristorante
40.002067,15.384083,ov_lo_chalet_40.0021_15.3841,Lo Chalet,RESTAURANT,ristorante
40.001148,15.383851,ov_chalet_mediterraneo_40.0011_15.3839,Chalet Mediterraneo,RESTAURANT,ristorante
40.000978,15.384908,ov_in_tavola_da_betty_40.0010_15.3849,In tavola da Betty,RESTAURANT,ristorante
40.001043,15.385159,ov_bar_pizzeria_lentiscella_40.0010_15.3852,Bar Pizzeria Lentiscella,RESTAURANT,ristorante
39.998327,15.371911,ov_guacamaya_s_grill_39.9983_15.3719,Guacamaya's Grill,RESTAURANT,ristorante
40.001049,15.376532,ov_perro_caliente_40.0010_15.3765,Perro Caliente,RESTAURANT,ristorante
40.001168,15.376721,ov_non_solo_pane___terrazza_sul_mare_40.0012_15.3767,Non Solo Pane - Terrazza sul Mare,RESTAURANT,ristorante
40.001621,15.377523,ov_maricucciata_40.0016_15.3775,Maricucciata,RESTAURANT,ristorante
40.000510,15.377964,ov_lido_danteum_40.0005_15.3780,Lido Danteum,RESTAURANT,ristorante
40.000697,15.378337,ov_lido_jambe_40.0007_15.3783,Lido Jambe,RESTAURANT,ristorante
40.001211,15.379850,ov_acquaesaleristorante_40.0012_15.3799,AcquaesaleRistorante,RESTAURANT,ristorante
40.001180,15.376340,ov_gio_s_pizza_40.0012_15.3763,Gio's Pizza,RESTAURANT,ristorante
40.001731,15.375889,ov_kon_tiki_40.0017_15.3759,Kon Tiki,RESTAURANT,ristorante
40.000810,15.374580,ov_fast_food_tavola_calda_san_domenico_40.0008_15.3746,Fast Food Tavola Calda San Domenico,RESTAURANT,ristorante
40.000860,15.374700,ov_al_castello_40.0009_15.3747,Al Castello,RESTAURANT,ristorante
40.000775,15.375059,ov_mozzillo_pane___mare_40.0008_15.3751,Mozzillo Pane & Mare,RESTAURANT,ristorante
40.000772,15.375107,ov_la_taverna_del_mozzo_40.0008_15.3751,La Taverna del Mozzo,RESTAURANT,ristorante
40.000644,15.373496,ov_la_cantina_del_marchese_40.0006_15.3735,La Cantina del Marchese,RESTAURANT,ristorante
39.999517,15.373342,ov_ristorante_del_porto_39.9995_15.3733,Ristorante Del Porto,RESTAURANT,ristorante
39.999665,15.373314,ov_penelope_restaurant_39.9997_15.3733,Penelope Restaurant,RESTAURANT,ristorante
40.000161,15.372724,ov_kai_sushi_bar_40.0002_15.3727,Kai Sushi Bar,RESTAURANT,ristorante
39.999142,15.372319,ov_ammore_e_mare_39.9991_15.3723,Ammore e Mare,RESTAURANT,ristorante
40.000205,15.372428,ov_delizie_di_mare_40.0002_15.3724,Delizie Di Mare,RESTAURANT,ristorante
40.000275,15.372461,ov_pub_rosso_hamburgheria_mediterranea_40.0003_15.3725,PUB Rosso Hamburgheria Mediterranea,RESTAURANT,ristorante
40.000276,15.372248,ov_antica_trattoria_valentone_40.0003_15.3722,Antica Trattoria Valentone,RESTAURANT,ristorante
40.002794,15.371492,ov_ristorante_la_vecchia_cascina___speciali_40.0028_15.3715,Ristorante La Vecchia Cascina - Specialità di Pesce e di Car,RESTAURANT,ristorante
40.002727,15.371631,ov_cilento_e20_40.0027_15.3716,Cilento e20,RESTAURANT,ristorante
40.002633,15.368580,ov_ziapasqualina_40.0026_15.3686,ZiaPasqualina,RESTAURANT,ristorante
40.001436,15.370386,ov_profumi_e_sapori_villa_silvia_40.0014_15.3704,Profumi e Sapori Villa Silvia,RESTAURANT,ristorante
40.001742,15.370709,ov_el_muneko_40.0017_15.3707,El Muneko,RESTAURANT,ristorante
39.999570,15.370810,ov_il_tramaglio___osteria_di_mare_39.9996_15.3708,Il Tramaglio - Osteria di mare,RESTAURANT,ristorante
39.998928,15.371027,ov_fabric_s_pub_39.9989_15.3710,Fabric's Pub,RESTAURANT,ristorante
39.998895,15.371388,ov_peccati_di_gola_di_marco_cammarano_39.9989_15.3714,Peccati Di Gola di Marco Cammarano,RESTAURANT,ristorante
39.998849,15.371462,ov_ittiturismo_la_cucina_del_saragone_39.9988_15.3715,Ittiturismo La Cucina del Saragone,RESTAURANT,ristorante
